Fighter Name,Fighter A,Fighter B,Result,Fight_ID,Fighter_Link
Jarno Errens,Jarno Errens,Youssef Zalal,0,4,http://www.ufcstats.com/fighter-details/082eba4cd80f736f
Greg Velasco,Greg Velasco,Shamil Gaziev,0,1,http://www.ufcstats.com/fighter-details/34a81ebbce32b06b
Denys Bondar,Denys Bondar,Malcolm Gordon,0,1,http://www.ufcstats.com/fighter-details/2526be54e6a0e62a
Denys Bondar,Denys Bondar,Carlos Hernandez,0,2,http://www.ufcstats.com/fighter-details/2526be54e6a0e62a
Denys Bondar,Denys Bondar,Ronaldo Rodriguez,0,3,http://www.ufcstats.com/fighter-details/2526be54e6a0e62a
Kennedy Nzechukwu,Kennedy Nzechukwu,Ion Cutelaba,1,1,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Kennedy Nzechukwu,Kennedy Nzechukwu,Devin Clark,1,2,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Kennedy Nzechukwu,Kennedy Nzechukwu,Dustin Jacoby,0,3,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Kennedy Nzechukwu,Kennedy Nzechukwu,Ovince Saint Preux,0,4,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Kennedy Nzechukwu,Kennedy Nzechukwu,Chris Barnett,1,5,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Kennedy Nzechukwu,Kennedy Nzechukwu,Lukasz Brzeski,1,6,http://www.ufcstats.com/fighter-details/8667caa0451d245b
Philipe Lins,Philipe Lins,Andrei Arlovski,0,1,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Philipe Lins,Philipe Lins,Tanner Boser,0,2,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Philipe Lins,Philipe Lins,Marcin Prachnio,1,3,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Philipe Lins,Philipe Lins,Ovince Saint Preux,1,4,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Philipe Lins,Philipe Lins,Maxim Grishin,1,5,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Philipe Lins,Philipe Lins,Ion Cutelaba,1,6,http://www.ufcstats.com/fighter-details/53c943c873cffe90
Mauricio Rua,Mauricio Rua,Anthony Smith,0,1,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Mauricio Rua,Tyson Pedro,1,2,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Mauricio Rua,Rogerio Nogueira,1,3,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Mauricio Rua,Paul Craig,0,4,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Mauricio Rua,Ovince Saint Preux,0,5,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Rua,Mauricio Rua,Ihor Potieria,0,6,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Tanner Boser,Tanner Boser,Andrei Arlovski,0,1,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Tanner Boser,Tanner Boser,Ilir Latifi,0,2,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Tanner Boser,Tanner Boser,Ovince Saint Preux,1,3,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Tanner Boser,Tanner Boser,Rodrigo Nascimento,0,4,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Tanner Boser,Tanner Boser,Ion Cutelaba,0,5,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Tanner Boser,Tanner Boser,Aleksa Camur,1,6,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
Terrence Mitchell,Terrence Mitchell,Cameron Saaiman,0,1,http://www.ufcstats.com/fighter-details/f3ca6908f78efebe
Terrence Mitchell,Terrence Mitchell,Raul Rosas Jr.,0,2,http://www.ufcstats.com/fighter-details/f3ca6908f78efebe
Jay Perrin,Jay Perrin,Dwight Joseph,0,1,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Jay Perrin,Jay Perrin,Mario Bautista,0,2,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Jay Perrin,Jay Perrin,Aoriqileng,0,3,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Jay Perrin,Jay Perrin,Raul Rosas Jr.,0,4,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Mando Gutierrez,Mando Gutierrez,Raul Rosas Jr.,0,1,http://www.ufcstats.com/fighter-details/5f33ae0620e050c5
Jack Shore,Jack Shore,Liudvik Sholinian,1,1,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jack Shore,Jack Shore,Timur Valiev,1,2,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jack Shore,Jack Shore,Ricky Simon,0,3,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jack Shore,Jack Shore,Makwan Amirkhani,1,4,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jack Shore,Jack Shore,Joanderson Brito,0,5,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jack Shore,Jack Shore,Youssef Zalal,0,6,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
Jonathan Pearce,Jonathan Pearce,Christian Rodriguez,1,1,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonathan Pearce,Jonathan Pearce,Makwan Amirkhani,1,2,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonathan Pearce,Jonathan Pearce,Darren Elkins,1,3,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonathan Pearce,Jonathan Pearce,Joanderson Brito,0,4,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonathan Pearce,Jonathan Pearce,David Onama,0,5,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonathan Pearce,Jonathan Pearce,Pat Sabatini,0,6,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Westin Wilson,Westin Wilson,Joanderson Brito,0,1,http://www.ufcstats.com/fighter-details/7b3503352cd53abb
Westin Wilson,Westin Wilson,Jean Silva,0,2,http://www.ufcstats.com/fighter-details/7b3503352cd53abb
Westin Wilson,Westin Wilson,Jeka Saragih,1,3,http://www.ufcstats.com/fighter-details/7b3503352cd53abb
Rinat Fakhretdinov,Rinat Fakhretdinov,Andreas Michailidis,1,1,http://www.ufcstats.com/fighter-details/8f765fd5775a8873
Rinat Fakhretdinov,Rinat Fakhretdinov,Bryan Battle,1,2,http://www.ufcstats.com/fighter-details/8f765fd5775a8873
Rinat Fakhretdinov,Rinat Fakhretdinov,Kevin Lee,1,3,http://www.ufcstats.com/fighter-details/8f765fd5775a8873
Rinat Fakhretdinov,Rinat Fakhretdinov,Nicolas Dalby,1,4,http://www.ufcstats.com/fighter-details/8f765fd5775a8873
Rinat Fakhretdinov,Rinat Fakhretdinov,Carlos Leal,1,5,http://www.ufcstats.com/fighter-details/8f765fd5775a8873
Myktybek Orolbai,Myktybek Orolbai,Uros Medic,1,1,http://www.ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Myktybek Orolbai,Myktybek Orolbai,Elves Brener,1,2,http://www.ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Myktybek Orolbai,Myktybek Orolbai,Mateusz Rebecki,0,3,http://www.ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Myktybek Orolbai,Myktybek Orolbai,Tofiq Musayev,1,4,http://www.ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Nick Fiore,Nick Fiore,Mateusz Rebecki,0,1,http://www.ufcstats.com/fighter-details/036e96c1c12b8a59
Nick Fiore,Nick Fiore,Chase Hooper,0,2,http://www.ufcstats.com/fighter-details/036e96c1c12b8a59
Rodrigo Lidio,Rodrigo Lidio,Mateusz Rebecki,0,1,http://www.ufcstats.com/fighter-details/11b5a809c3120e27
Darren Till,Darren Till,Tyron Woodley,0,1,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Darren Till,Darren Till,Jorge Masvidal,0,2,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Darren Till,Darren Till,Kelvin Gastelum,1,3,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Darren Till,Darren Till,Robert Whittaker,0,4,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Darren Till,Darren Till,Derek Brunson,0,5,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Darren Till,Darren Till,Dricus Du Plessis,0,6,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Devin Clark,Devin Clark,Ion Cutelaba,0,1,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Devin Clark,Devin Clark,William Knight,1,2,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Devin Clark,Devin Clark,Azamat Murzakanov,0,3,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Devin Clark,Devin Clark,Da Woon Jung,1,4,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Devin Clark,Devin Clark,Kennedy Nzechukwu,0,5,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Devin Clark,Devin Clark,Marcin Prachnio,0,6,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
Tafon Nchukwi,Tafon Nchukwi,Jamie Pickett,1,1,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Tafon Nchukwi,Tafon Nchukwi,JunYong Park,0,2,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Tafon Nchukwi,Tafon Nchukwi,Mike Rodriguez,1,3,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Tafon Nchukwi,Tafon Nchukwi,Azamat Murzakanov,0,4,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Tafon Nchukwi,Tafon Nchukwi,Carlos Ulberg,0,5,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Tafon Nchukwi,Tafon Nchukwi,AJ Dobson,0,6,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce
Matheus Scheffel,Matheus Scheffel,Azamat Murzakanov,0,1,http://www.ufcstats.com/fighter-details/a296ad1d238d97df
Derek Brunson,Derek Brunson,Ian Heinisch,1,1,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Derek Brunson,Edmen Shahbazyan,1,2,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Derek Brunson,Kevin Holland,1,3,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Derek Brunson,Darren Till,1,4,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Derek Brunson,Jared Cannonier,0,5,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Derek Brunson,Dricus Du Plessis,0,6,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Tyron Woodley,Tyron Woodley,Demian Maia,1,1,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Tyron Woodley,Tyron Woodley,Darren Till,1,2,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Tyron Woodley,Tyron Woodley,Kamaru Usman,0,3,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Tyron Woodley,Tyron Woodley,Gilbert Burns,0,4,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Tyron Woodley,Tyron Woodley,Colby Covington,0,5,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Tyron Woodley,Tyron Woodley,Vicente Luque,0,6,http://www.ufcstats.com/fighter-details/effd9de9937996f8
Uriah Hall,Uriah Hall,Bevon Lewis,1,1,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Uriah Hall,Uriah Hall,Antonio Carlos Junior,1,2,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Uriah Hall,Uriah Hall,Anderson Silva,1,3,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Uriah Hall,Uriah Hall,Chris Weidman,1,4,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Uriah Hall,Uriah Hall,Sean Strickland,0,5,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Uriah Hall,Uriah Hall,Andre Muniz,0,6,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Eryk Anders,Eryk Anders,Andre Muniz,0,1,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Eryk Anders,Eryk Anders,JunYong Park,0,2,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Eryk Anders,Eryk Anders,Kyle Daukaus,1,3,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Eryk Anders,Eryk Anders,Marc-Andre Barriault,0,4,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Eryk Anders,Eryk Anders,Jamie Pickett,1,5,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Eryk Anders,Eryk Anders,Chris Weidman,1,6,http://www.ufcstats.com/fighter-details/cad24459b28592ca
Jacare Souza,Jacare Souza,Kelvin Gastelum,0,1,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Jacare Souza,Jacare Souza,Chris Weidman,1,2,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Jacare Souza,Jacare Souza,Jack Hermansson,0,3,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Jacare Souza,Jacare Souza,Jan Blachowicz,0,4,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Jacare Souza,Jacare Souza,Kevin Holland,0,5,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Jacare Souza,Jacare Souza,Andre Muniz,0,6,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f
Michal Figlak,Michal Figlak,Fares Ziam,0,1,http://www.ufcstats.com/fighter-details/b4c57a8c2b773e82
Michal Figlak,Michal Figlak,Austin Hubbard,0,2,http://www.ufcstats.com/fighter-details/b4c57a8c2b773e82
Ottman Azaitar,Ottman Azaitar,Teemu Packalen,1,1,http://www.ufcstats.com/fighter-details/ee18ff42063174df
Ottman Azaitar,Ottman Azaitar,Khama Worthy,1,2,http://www.ufcstats.com/fighter-details/ee18ff42063174df
Ottman Azaitar,Ottman Azaitar,Matt Frevola,0,3,http://www.ufcstats.com/fighter-details/ee18ff42063174df
Ottman Azaitar,Ottman Azaitar,Francisco Prado,0,4,http://www.ufcstats.com/fighter-details/ee18ff42063174df
Ottman Azaitar,Ottman Azaitar,Michael Johnson,0,5,http://www.ufcstats.com/fighter-details/ee18ff42063174df
Genaro Valdez,Genaro Valdez,Patrik White,1,1,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Genaro Valdez,Genaro Valdez,Matt Frevola,0,2,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Genaro Valdez,Genaro Valdez,Natan Levy,0,3,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Genaro Valdez,Genaro Valdez,Evan Elder,0,4,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Don Shainis,Don Shainis,Sodiq Yusuff,0,1,http://www.ufcstats.com/fighter-details/da4628f173337902
Don Shainis,Don Shainis,Jack Jenkins,0,2,http://www.ufcstats.com/fighter-details/da4628f173337902
Anton Turkalj,Anton Turkalj,Acacio Dos Santos,1,1,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Anton Turkalj,Anton Turkalj,Jailton Almeida,0,2,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Anton Turkalj,Anton Turkalj,Vitor Petrino,0,3,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Anton Turkalj,Anton Turkalj,Tyson Pedro,0,4,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Anton Turkalj,Anton Turkalj,Ibo Aslan,0,5,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Leonardo Santos,Leonardo Santos,Adriano Martins,1,1,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Santos,Leonardo Santos,Stevie Ray,1,2,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Santos,Leonardo Santos,Roman Bogatov,1,3,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Santos,Leonardo Santos,Grant Dawson,0,4,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Santos,Leonardo Santos,Clay Guida,0,5,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Santos,Leonardo Santos,Jared Gordon,0,6,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Paulo Renato Junior,Paulo Renato Junior,Jamal Pogues,0,1,http://www.ufcstats.com/fighter-details/01dfb60661153735
Paulo Renato Junior,Paulo Renato Junior,Ibo Aslan,0,2,http://www.ufcstats.com/fighter-details/01dfb60661153735
Tyson Pedro,Tyson Pedro,Mauricio Rua,0,1,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Tyson Pedro,Tyson Pedro,Ike Villanueva,1,2,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Tyson Pedro,Tyson Pedro,Harry Hunsucker,1,3,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Tyson Pedro,Tyson Pedro,Modestas Bukauskas,0,4,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Tyson Pedro,Tyson Pedro,Anton Turkalj,1,5,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Tyson Pedro,Tyson Pedro,Vitor Petrino,0,6,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
Vitor Petrino,Vitor Petrino,Anton Turkalj,1,1,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Vitor Petrino,Vitor Petrino,Marcin Prachnio,1,2,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Vitor Petrino,Vitor Petrino,Modestas Bukauskas,1,3,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Vitor Petrino,Vitor Petrino,Tyson Pedro,1,4,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Vitor Petrino,Vitor Petrino,Anthony Smith,0,5,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Vitor Petrino,Vitor Petrino,Dustin Jacoby,0,6,http://www.ufcstats.com/fighter-details/71171fc96445bf65
Acacio Dos Santos,Acacio Dos Santos,Anton Turkalj,0,1,http://www.ufcstats.com/fighter-details/957562fdf68a725a
Felipe Lima,Felipe Lima,Muhammad Naimov,1,1,http://www.ufcstats.com/fighter-details/9256f591b30c073e
Felipe Lima,Felipe Lima,Miles Johns,1,2,http://www.ufcstats.com/fighter-details/9256f591b30c073e
Karl Williams,Karl Williams,Jimmy Lawson,1,1,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Karl Williams,Karl Williams,Lukasz Brzeski,1,2,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Karl Williams,Karl Williams,Chase Sherman,1,3,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Karl Williams,Karl Williams,Justin Tafa,1,4,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Karl Williams,Karl Williams,Jhonata Diniz,0,5,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Natan Levy,Natan Levy,Shaheen Santana,1,1,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Natan Levy,Natan Levy,Rafa Garcia,0,2,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Natan Levy,Natan Levy,Mike Breeden,1,3,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Natan Levy,Natan Levy,Genaro Valdez,1,4,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Natan Levy,Natan Levy,Mike Davis,0,5,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
Daniel Pineda,Daniel Pineda,Herbert Burns,1,1,http://www.ufcstats.com/fighter-details/361d49960a196976
Daniel Pineda,Daniel Pineda,Cub Swanson,0,2,http://www.ufcstats.com/fighter-details/361d49960a196976
Daniel Pineda,Daniel Pineda,Tucker Lutz,1,3,http://www.ufcstats.com/fighter-details/361d49960a196976
Daniel Pineda,Daniel Pineda,Alex Caceres,0,4,http://www.ufcstats.com/fighter-details/361d49960a196976
Daniel Pineda,Daniel Pineda,Nathaniel Wood,0,5,http://www.ufcstats.com/fighter-details/361d49960a196976
Daniel Pineda,Daniel Pineda,Darren Elkins,0,6,http://www.ufcstats.com/fighter-details/361d49960a196976
Miles Johns,Miles Johns,Anderson Dos Santos,1,1,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Miles Johns,Miles Johns,John Castaneda,0,2,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Miles Johns,Miles Johns,Vince Morales,1,3,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Miles Johns,Miles Johns,Cody Gibson,1,4,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Miles Johns,Miles Johns,Douglas Silva de Andrade,1,5,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Miles Johns,Miles Johns,Felipe Lima,0,6,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Jhonata Diniz,Jhonata Diniz,Eduardo Neves,1,1,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618
Jhonata Diniz,Jhonata Diniz,Austen Lane,1,2,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618
Jhonata Diniz,Jhonata Diniz,Karl Williams,1,3,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618
Jhonata Diniz,Jhonata Diniz,Marcin Tybura,0,4,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618
Chase Sherman,Chase Sherman,Parker Porter,0,1,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Sherman,Chase Sherman,Jake Collier,0,2,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Sherman,Chase Sherman,Alexandr Romanov,0,3,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Sherman,Chase Sherman,Jared Vanderaa,1,4,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Sherman,Chase Sherman,Waldo Cortes-Acosta,0,5,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Sherman,Chase Sherman,Karl Williams,0,6,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
Lukasz Brzeski,Lukasz Brzeski,Martin Buday,0,1,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Brzeski,Lukasz Brzeski,Karl Williams,0,2,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Brzeski,Lukasz Brzeski,Waldo Cortes-Acosta,0,3,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Brzeski,Lukasz Brzeski,Valter Walker,1,4,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Brzeski,Lukasz Brzeski,Mick Parkin,0,5,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Brzeski,Lukasz Brzeski,Kennedy Nzechukwu,0,6,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Jimmy Lawson,Jimmy Lawson,Karl Williams,0,1,http://www.ufcstats.com/fighter-details/e43eefb10d440cb0
Parker Porter,Parker Porter,Chase Sherman,1,1,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Parker Porter,Parker Porter,Alan Baudot,1,2,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Parker Porter,Parker Porter,Jailton Almeida,0,3,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Parker Porter,Parker Porter,Justin Tafa,0,4,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Parker Porter,Parker Porter,Braxton Smith,1,5,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Parker Porter,Parker Porter,Junior Tafa,0,6,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4
Harry Hunsucker,Harry Hunsucker,Jared Vanderaa,0,1,http://www.ufcstats.com/fighter-details/f703250471acaf96
Harry Hunsucker,Harry Hunsucker,Tai Tuivasa,0,2,http://www.ufcstats.com/fighter-details/f703250471acaf96
Harry Hunsucker,Harry Hunsucker,Justin Tafa,0,3,http://www.ufcstats.com/fighter-details/f703250471acaf96
Harry Hunsucker,Harry Hunsucker,Tyson Pedro,0,4,http://www.ufcstats.com/fighter-details/f703250471acaf96
Jared Vanderaa,Jared Vanderaa,Justin Tafa,1,1,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Jared Vanderaa,Jared Vanderaa,Alexandr Romanov,0,2,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Jared Vanderaa,Jared Vanderaa,Andrei Arlovski,0,3,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Jared Vanderaa,Jared Vanderaa,Aleksei Oleinik,0,4,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Jared Vanderaa,Jared Vanderaa,Chase Sherman,0,5,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Jared Vanderaa,Jared Vanderaa,Waldo Cortes-Acosta,0,6,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Carlos Felipe,Carlos Felipe,Serghei Spivac,0,1,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f
Carlos Felipe,Carlos Felipe,Yorgan De Castro,1,2,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f
Carlos Felipe,Carlos Felipe,Justin Tafa,1,3,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f
Carlos Felipe,Carlos Felipe,Jake Collier,1,4,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f
Carlos Felipe,Carlos Felipe,Andrei Arlovski,0,5,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f
Tyson Nam,Tyson Nam,Zarrukh Adashev,1,1,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Tyson Nam,Tyson Nam,Jerome Rivera,1,2,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Tyson Nam,Tyson Nam,Matt Schnell,0,3,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Tyson Nam,Tyson Nam,Ode Osbourne,1,4,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Tyson Nam,Tyson Nam,Bruno Silva,0,5,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Tyson Nam,Tyson Nam,Azat Maksum,0,6,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4
Zarrukh Adashev,Zarrukh Adashev,Tyson Nam,0,1,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
Zarrukh Adashev,Zarrukh Adashev,Sumudaerji,0,2,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
Zarrukh Adashev,Zarrukh Adashev,Ryan Benoit,1,3,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
Zarrukh Adashev,Zarrukh Adashev,Ode Osbourne,0,4,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
Shaheen Santana,Shaheen Santana,Natan Levy,0,1,http://www.ufcstats.com/fighter-details/19809d475ed832d5
Wellington Turman,Wellington Turman,Bruno Silva,0,1,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Wellington Turman,Wellington Turman,Sam Alvey,1,2,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Wellington Turman,Wellington Turman,Misha Cirkunov,1,3,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Wellington Turman,Wellington Turman,Andre Petroski,0,4,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Wellington Turman,Wellington Turman,Randy Brown,0,5,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Wellington Turman,Wellington Turman,Jared Gooden,0,6,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Sean Soriano,Sean Soriano,Tatsuya Kawajiri,0,1,http://www.ufcstats.com/fighter-details/bd5403efbaa445c0
