Fighter Name,Fighter A,Fighter B,Result,Fight_ID,Fighter_Link
Charles Oliveira,Charles Oliveira,Dustin Poirier,1,1,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Charles Oliveira,Charles Oliveira,Justin Gaethje,1,2,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Charles Oliveira,Charles Oliveira,Islam Makhachev,0,3,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Charles Oliveira,Charles Oliveira,Beneil Dariush,1,4,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Charles Oliveira,Charles Oliveira,Arman Tsarukyan,0,5,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Charles Oliveira,Charles Oliveira,Michael Chandler,1,6,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Shavkat Rakhmonov,Shavkat Rakhmonov,Michel Prazeres,1,1,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Shavkat Rakhmonov,Shavkat Rakhmonov,Carlston Harris,1,2,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Shavkat Rakhmonov,Shavkat Rakhmonov,Neil Magny,1,3,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Shavkat Rakhmonov,Shavkat Rakhmonov,Geoff Neal,1,4,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Shavkat Rakhmonov,Shavkat Rakhmonov,Stephen Thompson,1,5,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Shavkat Rakhmonov,Shavkat Rakhmonov,Ian Machado Garry,1,6,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Song Kenan,Song Kenan,Max Griffin,0,1,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Song Kenan,Song Kenan,Ian Machado Garry,0,2,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Song Kenan,Song Kenan,Rolando Bedoya,1,3,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Song Kenan,Song Kenan,Kevin Jousset,0,4,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Song Kenan,Song Kenan,Ricky Glenn,1,5,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Song Kenan,Song Kenan,Muslim Salikhov,0,6,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a
Arman Tsarukyan,Arman Tsarukyan,Joel Alvarez,1,1,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Arman Tsarukyan,Arman Tsarukyan,Mateusz Gamrot,0,2,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Arman Tsarukyan,Arman Tsarukyan,Damir Ismagulov,1,3,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Arman Tsarukyan,Arman Tsarukyan,Joaquim Silva,1,4,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Arman Tsarukyan,Arman Tsarukyan,Beneil Dariush,1,5,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Arman Tsarukyan,Arman Tsarukyan,Charles Oliveira,1,6,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Beneil Dariush,Beneil Dariush,Scott Holtzman,1,1,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Beneil Dariush,Beneil Dariush,Diego Ferreira,1,2,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Beneil Dariush,Beneil Dariush,Tony Ferguson,1,3,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Beneil Dariush,Beneil Dariush,Mateusz Gamrot,1,4,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Beneil Dariush,Beneil Dariush,Charles Oliveira,0,5,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Beneil Dariush,Beneil Dariush,Arman Tsarukyan,0,6,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
Dustin Poirier,Dustin Poirier,Conor McGregor,1,1,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Dustin Poirier,Dustin Poirier,Charles Oliveira,0,2,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Dustin Poirier,Dustin Poirier,Michael Chandler,1,3,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Dustin Poirier,Dustin Poirier,Justin Gaethje,0,4,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Dustin Poirier,Dustin Poirier,Benoit Saint Denis,1,5,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Dustin Poirier,Dustin Poirier,Islam Makhachev,0,6,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Geoff Neal,Geoff Neal,Neil Magny,0,1,http://www.ufcstats.com/fighter-details/b997be68943010fc
Geoff Neal,Geoff Neal,Santiago Ponzinibbio,1,2,http://www.ufcstats.com/fighter-details/b997be68943010fc
Geoff Neal,Geoff Neal,Vicente Luque,1,3,http://www.ufcstats.com/fighter-details/b997be68943010fc
Geoff Neal,Geoff Neal,Shavkat Rakhmonov,0,4,http://www.ufcstats.com/fighter-details/b997be68943010fc
Geoff Neal,Geoff Neal,Ian Machado Garry,0,5,http://www.ufcstats.com/fighter-details/b997be68943010fc
Geoff Neal,Geoff Neal,Rafael Dos Anjos,1,6,http://www.ufcstats.com/fighter-details/b997be68943010fc
Neil Magny,Neil Magny,Gilbert Burns,0,1,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Neil Magny,Neil Magny,Phil Rowe,1,2,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Neil Magny,Neil Magny,Ian Machado Garry,0,3,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Neil Magny,Neil Magny,Mike Malott,1,4,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Neil Magny,Neil Magny,Michael Morales,0,5,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Neil Magny,Neil Magny,Carlos Prates,0,6,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Dan Hooker,Dan Hooker,Nasrat Haqparast,1,1,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Dan Hooker,Dan Hooker,Islam Makhachev,0,2,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Dan Hooker,Dan Hooker,Arnold Allen,0,3,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Dan Hooker,Dan Hooker,Claudio Puelles,1,4,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Dan Hooker,Dan Hooker,Jalin Turner,1,5,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Dan Hooker,Dan Hooker,Mateusz Gamrot,1,6,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Rafael Dos Anjos,Rafael Dos Anjos,Renato Moicano,1,1,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Dos Anjos,Rafael Dos Anjos,Rafael Fiziev,0,2,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Dos Anjos,Rafael Dos Anjos,Bryan Barberena,1,3,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Dos Anjos,Rafael Dos Anjos,Vicente Luque,0,4,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Dos Anjos,Rafael Dos Anjos,Mateusz Gamrot,0,5,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Dos Anjos,Rafael Dos Anjos,Geoff Neal,0,6,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Brian Ortega,Brian Ortega,Max Holloway,0,1,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Brian Ortega,Brian Ortega,Chan Sung Jung,1,2,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Brian Ortega,Brian Ortega,Alexander Volkanovski,0,3,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Brian Ortega,Brian Ortega,Yair Rodriguez,0,4,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Brian Ortega,Brian Ortega,Yair Rodriguez,1,5,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Brian Ortega,Brian Ortega,Diego Lopes,0,6,http://www.ufcstats.com/fighter-details/def8166ff24bd237
Gavin Tucker,Gavin Tucker,Ricky Glenn,0,1,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Gavin Tucker,Gavin Tucker,SeungWoo Choi,1,2,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Gavin Tucker,Gavin Tucker,Justin Jaynes,1,3,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Gavin Tucker,Gavin Tucker,Billy Quarantillo,1,4,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Gavin Tucker,Gavin Tucker,Dan Ige,0,5,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Gavin Tucker,Gavin Tucker,Diego Lopes,0,6,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Movsar Evloev,Movsar Evloev,Nik Lentz,1,1,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Movsar Evloev,Movsar Evloev,Hakeem Dawodu,1,2,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Movsar Evloev,Movsar Evloev,Dan Ige,1,3,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Movsar Evloev,Movsar Evloev,Diego Lopes,1,4,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Movsar Evloev,Movsar Evloev,Arnold Allen,1,5,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Movsar Evloev,Movsar Evloev,Aljamain Sterling,1,6,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Arnold Allen,Arnold Allen,Sodiq Yusuff,1,1,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Arnold Allen,Arnold Allen,Dan Hooker,1,2,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Arnold Allen,Arnold Allen,Calvin Kattar,1,3,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Arnold Allen,Arnold Allen,Max Holloway,0,4,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Arnold Allen,Arnold Allen,Movsar Evloev,0,5,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Arnold Allen,Arnold Allen,Giga Chikadze,1,6,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
Ilia Topuria,Ilia Topuria,Ryan Hall,1,1,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Ilia Topuria,Ilia Topuria,Jai Herbert,1,2,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Ilia Topuria,Ilia Topuria,Bryce Mitchell,1,3,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Ilia Topuria,Ilia Topuria,Josh Emmett,1,4,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Ilia Topuria,Ilia Topuria,Alexander Volkanovski,1,5,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Ilia Topuria,Ilia Topuria,Max Holloway,1,6,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Max Holloway,Max Holloway,Yair Rodriguez,1,1,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Max Holloway,Max Holloway,Alexander Volkanovski,0,2,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Max Holloway,Max Holloway,Arnold Allen,1,3,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Max Holloway,Max Holloway,Chan Sung Jung,1,4,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Max Holloway,Max Holloway,Justin Gaethje,1,5,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Max Holloway,Max Holloway,Ilia Topuria,0,6,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
Petr Yan,Petr Yan,Cory Sandhagen,1,1,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Petr Yan,Petr Yan,Aljamain Sterling,0,2,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Petr Yan,Petr Yan,Sean O'Malley,0,3,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Petr Yan,Petr Yan,Merab Dvalishvili,0,4,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Petr Yan,Petr Yan,Song Yadong,1,5,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Petr Yan,Petr Yan,Deiveson Figueiredo,1,6,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Colby Covington,Colby Covington,Kamaru Usman,0,1,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Colby Covington,Colby Covington,Tyron Woodley,1,2,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Colby Covington,Colby Covington,Kamaru Usman,0,3,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Colby Covington,Colby Covington,Jorge Masvidal,1,4,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Colby Covington,Colby Covington,Leon Edwards,0,5,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Colby Covington,Colby Covington,Joaquin Buckley,0,6,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Stephen Thompson,Stephen Thompson,Geoff Neal,1,1,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Stephen Thompson,Stephen Thompson,Gilbert Burns,0,2,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Stephen Thompson,Stephen Thompson,Belal Muhammad,0,3,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Stephen Thompson,Stephen Thompson,Kevin Holland,1,4,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Stephen Thompson,Stephen Thompson,Shavkat Rakhmonov,0,5,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Stephen Thompson,Stephen Thompson,Joaquin Buckley,0,6,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Andre Fialho,Andre Fialho,Miguel Baeza,1,1,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Andre Fialho,Andre Fialho,Cameron VanCamp,1,2,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Andre Fialho,Andre Fialho,Jake Matthews,0,3,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Andre Fialho,Andre Fialho,Muslim Salikhov,0,4,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Andre Fialho,Andre Fialho,Joaquin Buckley,0,5,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Andre Fialho,Andre Fialho,Tim Means,0,6,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf
Aleksandar Rakic,Aleksandar Rakic,Volkan Oezdemir,0,1,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Aleksandar Rakic,Aleksandar Rakic,Anthony Smith,1,2,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Aleksandar Rakic,Aleksandar Rakic,Thiago Santos,1,3,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Aleksandar Rakic,Aleksandar Rakic,Jan Blachowicz,0,4,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Aleksandar Rakic,Aleksandar Rakic,Jiri Prochazka,0,5,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Aleksandar Rakic,Aleksandar Rakic,Magomed Ankalaev,0,6,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Glover Teixeira,Glover Teixeira,Nikita Krylov,1,1,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Glover Teixeira,Glover Teixeira,Anthony Smith,1,2,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Glover Teixeira,Glover Teixeira,Thiago Santos,1,3,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Glover Teixeira,Glover Teixeira,Jan Blachowicz,1,4,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Glover Teixeira,Glover Teixeira,Jiri Prochazka,0,5,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Glover Teixeira,Glover Teixeira,Jamahal Hill,0,6,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Volkan Oezdemir,Volkan Oezdemir,Magomed Ankalaev,0,1,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Volkan Oezdemir,Volkan Oezdemir,Paul Craig,1,2,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Volkan Oezdemir,Volkan Oezdemir,Nikita Krylov,0,3,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Volkan Oezdemir,Volkan Oezdemir,Bogdan Guskov,1,4,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Volkan Oezdemir,Volkan Oezdemir,Johnny Walker,1,5,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Volkan Oezdemir,Volkan Oezdemir,Carlos Ulberg,0,6,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
Khalil Rountree Jr.,Khalil Rountree Jr.,Modestas Bukauskas,1,1,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Khalil Rountree Jr.,Karl Roberson,1,2,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Khalil Rountree Jr.,Dustin Jacoby,1,3,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Khalil Rountree Jr.,Chris Daukaus,1,4,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Khalil Rountree Jr.,Anthony Smith,1,5,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Khalil Rountree Jr.,Khalil Rountree Jr.,Alex Pereira,0,6,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Ryan Hall,Ryan Hall,Artem Lobov,1,1,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Ryan Hall,Ryan Hall,Gray Maynard,1,2,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Ryan Hall,Ryan Hall,BJ Penn,1,3,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Ryan Hall,Ryan Hall,Darren Elkins,1,4,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Ryan Hall,Ryan Hall,Ilia Topuria,0,5,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Ryan Hall,Ryan Hall,Darrick Minner,1,6,http://www.ufcstats.com/fighter-details/8866c6f509c19089
Chan Sung Jung,Chan Sung Jung,Renato Moicano,1,1,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Chan Sung Jung,Chan Sung Jung,Frankie Edgar,1,2,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Chan Sung Jung,Chan Sung Jung,Brian Ortega,0,3,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Chan Sung Jung,Chan Sung Jung,Dan Ige,1,4,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Chan Sung Jung,Chan Sung Jung,Alexander Volkanovski,0,5,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Chan Sung Jung,Chan Sung Jung,Max Holloway,0,6,http://www.ufcstats.com/fighter-details/c451d67c09c55418
Aljamain Sterling,Aljamain Sterling,Petr Yan,1,1,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Aljamain Sterling,Aljamain Sterling,TJ Dillashaw,1,2,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Aljamain Sterling,Aljamain Sterling,Henry Cejudo,1,3,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Aljamain Sterling,Aljamain Sterling,Sean O'Malley,0,4,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Aljamain Sterling,Aljamain Sterling,Calvin Kattar,1,5,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Aljamain Sterling,Aljamain Sterling,Movsar Evloev,0,6,http://www.ufcstats.com/fighter-details/cb696ebfb6598724
Robert Whittaker,Robert Whittaker,Israel Adesanya,0,1,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Robert Whittaker,Robert Whittaker,Marvin Vettori,1,2,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Robert Whittaker,Robert Whittaker,Dricus Du Plessis,0,3,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Robert Whittaker,Robert Whittaker,Paulo Costa,1,4,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Robert Whittaker,Robert Whittaker,Ikram Aliskerov,1,5,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Robert Whittaker,Robert Whittaker,Khamzat Chimaev,0,6,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
Jon Jones,Jon Jones,Alexander Gustafsson,1,1,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Jon Jones,Jon Jones,Anthony Smith,1,2,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Jon Jones,Jon Jones,Thiago Santos,1,3,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Jon Jones,Jon Jones,Dominick Reyes,1,4,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Jon Jones,Jon Jones,Ciryl Gane,1,5,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Jon Jones,Jon Jones,Stipe Miocic,1,6,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Daniel Zellhuber,Daniel Zellhuber,Lucas Almeida,1,1,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Daniel Zellhuber,Daniel Zellhuber,Trey Ogden,0,2,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Daniel Zellhuber,Daniel Zellhuber,Lando Vannata,1,3,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Daniel Zellhuber,Daniel Zellhuber,Christos Giagos,1,4,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Daniel Zellhuber,Daniel Zellhuber,Francisco Prado,1,5,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Daniel Zellhuber,Daniel Zellhuber,Esteban Ribovics,0,6,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Jonathan Martinez,Jonathan Martinez,Vince Morales,1,1,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Martinez,Jonathan Martinez,Cub Swanson,1,2,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Martinez,Jonathan Martinez,Said Nurmagomedov,1,3,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Martinez,Jonathan Martinez,Adrian Yanez,1,4,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Martinez,Jonathan Martinez,Jose Aldo,0,5,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Martinez,Jonathan Martinez,Marcus McGhee,0,6,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc
Pedro Munhoz,Pedro Munhoz,Jose Aldo,0,1,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Pedro Munhoz,Pedro Munhoz,Dominick Cruz,0,2,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Pedro Munhoz,Pedro Munhoz,Chris Gutierrez,1,3,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Pedro Munhoz,Pedro Munhoz,Marlon Vera,0,4,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Pedro Munhoz,Pedro Munhoz,Kyler Phillips,0,5,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Pedro Munhoz,Pedro Munhoz,Aiemann Zahabi,0,6,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Marlon Vera,Marlon Vera,Rob Font,1,1,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Marlon Vera,Marlon Vera,Dominick Cruz,1,2,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Marlon Vera,Marlon Vera,Cory Sandhagen,0,3,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Marlon Vera,Marlon Vera,Pedro Munhoz,1,4,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Marlon Vera,Marlon Vera,Sean O'Malley,0,5,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Marlon Vera,Marlon Vera,Deiveson Figueiredo,0,6,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Paulo Costa,Paulo Costa,Yoel Romero,1,1,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Paulo Costa,Paulo Costa,Israel Adesanya,0,2,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Paulo Costa,Paulo Costa,Marvin Vettori,0,3,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Paulo Costa,Paulo Costa,Luke Rockhold,1,4,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Paulo Costa,Paulo Costa,Robert Whittaker,0,5,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Paulo Costa,Paulo Costa,Sean Strickland,0,6,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Khamzat Chimaev,Khamzat Chimaev,Gerald Meerschaert,1,1,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Khamzat Chimaev,Khamzat Chimaev,Li Jingliang,1,2,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Khamzat Chimaev,Khamzat Chimaev,Gilbert Burns,1,3,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Khamzat Chimaev,Khamzat Chimaev,Kevin Holland,1,4,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Khamzat Chimaev,Khamzat Chimaev,Kamaru Usman,1,5,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Khamzat Chimaev,Khamzat Chimaev,Robert Whittaker,1,6,http://www.ufcstats.com/fighter-details/767755fd74662dbf
Jorge Masvidal,Jorge Masvidal,Ben Askren,1,1,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Jorge Masvidal,Jorge Masvidal,Nate Diaz,1,2,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Jorge Masvidal,Jorge Masvidal,Kamaru Usman,0,3,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Jorge Masvidal,Jorge Masvidal,Kamaru Usman,0,4,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Jorge Masvidal,Jorge Masvidal,Colby Covington,0,5,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Jorge Masvidal,Jorge Masvidal,Gilbert Burns,0,6,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Demian Maia,Demian Maia,Kamaru Usman,0,1,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Demian Maia,Demian Maia,Lyman Good,1,2,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Demian Maia,Demian Maia,Anthony Rocco Martin,1,3,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Demian Maia,Demian Maia,Ben Askren,1,4,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Demian Maia,Demian Maia,Gilbert Burns,0,5,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Demian Maia,Demian Maia,Belal Muhammad,0,6,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
Johnny Walker,Johnny Walker,Jamahal Hill,0,1,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Johnny Walker,Johnny Walker,Ion Cutelaba,1,2,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Johnny Walker,Johnny Walker,Paul Craig,1,3,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Johnny Walker,Johnny Walker,Anthony Smith,1,4,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Johnny Walker,Johnny Walker,Magomed Ankalaev,0,5,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Johnny Walker,Johnny Walker,Volkan Oezdemir,0,6,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Thiago Santos,Thiago Santos,Jon Jones,0,1,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Thiago Santos,Thiago Santos,Glover Teixeira,0,2,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
